,month,year,temperature,dewpoint,windspeed,Soilwater_L1,Soilwater_L2,Soilwater_L3,Soilwater_L4,Precipitation,field,keys
77,6,2008,26.362,24.078000000000003,1.6947,0.3494,0.34981,0.35212,0.3581,174.14,16,1620086
78,7,2008,26.96,23.436,1.8285,0.31622,0.3155,0.31649,0.33145,65.368,16,1620087
79,8,2008,27.453000000000003,23.642,1.9141,0.31484,0.31377,0.31361999999999995,0.31856999999999996,89.45200000000001,16,1620088
80,9,2008,28.16,23.651999999999997,2.2509,0.29725999999999997,0.29568,0.29746,0.30689,116.97,16,1620089
81,10,2008,28.803,22.761999999999997,2.4395,0.26737,0.26711,0.27428,0.29188000000000003,177.82,16,16200810
82,11,2008,29.429000000000002,22.365,2.4118,0.2335,0.23134000000000002,0.24514,0.27514,74.547,16,16200811
83,12,2008,27.397,23.956999999999997,1.9059,0.31581,0.31124,0.30249000000000004,0.28295,200.39,16,16200812
84,1,2009,26.739,24.073,2.0401,0.3312,0.32955,0.32504,0.31106,287.87,16,1620091
85,2,2009,26.046,24.323,1.9628,0.35603,0.35539,0.35296,0.3443,417.33,16,1620092
86,3,2009,26.098000000000003,24.605,1.8023,0.36148,0.36146999999999996,0.36171,0.36436999999999997,583.97,16,1620093
87,4,2009,26.163,24.311999999999998,1.6698,0.35356,0.35319,0.35328000000000004,0.35701,445.89,16,1620094
88,5,2009,25.988000000000003,24.468000000000004,1.5193,0.36463,0.36457,0.36485,0.36558,563.43,16,1620095
89,6,2009,26.226999999999997,24.388,1.8308,0.35512,0.35533000000000003,0.35533000000000003,0.36351,320.6,16,1620096
90,7,2009,26.855999999999998,23.833000000000002,2.0467,0.32642,0.32684,0.32925,0.34176999999999996,87.2,16,1620097
91,8,2009,28.183000000000003,22.872,2.1847,0.27818000000000004,0.27934000000000003,0.29024,0.31346,58.681000000000004,16,1620098
92,9,2009,29.308000000000003,21.729,2.5489,0.2326,0.23947,0.26456999999999997,0.28946,63.985,16,1620099
93,10,2009,30.125999999999998,21.069000000000003,2.5929,0.21379,0.21973,0.24629,0.27083,64.982,16,16200910
94,11,2009,30.316,21.125999999999998,2.7968,0.20720999999999998,0.21474000000000001,0.24095,0.25753000000000004,44.089,16,16200911
95,12,2009,28.493000000000002,23.076,2.4824,0.25777,0.24853000000000003,0.23365,0.24841,286.31,16,16200912
96,1,2010,27.017,23.976999999999997,2.1748,0.31224,0.30708,0.28991,0.25411,300.54,16,1620101
97,2,2010,27.484,24.691999999999997,2.5474,0.3424,0.34057,0.3348,0.30501999999999996,320.05,16,1620102
98,3,2010,27.87,24.749000000000002,2.1424,0.33339,0.33238,0.33091,0.32778,264.49,16,1620103
99,4,2010,26.886,25.393,1.8086,0.36484,0.36473,0.36498,0.36409,452.06,16,1620104
100,5,2010,27.469,25.451999999999998,1.7407,0.35453,0.35422,0.35377,0.35774,293.43,16,1620105
101,6,2010,27.253,24.351999999999997,1.7718,0.33685,0.33685,0.33836,0.35793,98.59,16,1620106
102,7,2010,27.302,24.372,1.8109,0.3407,0.34063000000000004,0.34203,0.34591,156.02,16,1620107
103,8,2010,28.005,23.394000000000002,1.9233,0.29158,0.2921,0.30096999999999996,0.32519000000000003,116.63,16,1620108
104,9,2010,28.698,22.975,2.1995,0.25806,0.259,0.27039,0.29756,85.31299999999999,16,1620109
105,10,2010,29.505,22.377,2.3683,0.22691,0.22705,0.24420999999999998,0.27608,134.62,16,16201010
106,11,2010,28.674,23.104,2.2016,0.26646,0.26182,0.25206,0.26328,104.86,16,16201011
107,12,2010,27.234,23.781,2.0187,0.3016,0.2969,0.2847,0.26574000000000003,235.58,16,16201012
108,1,2011,25.775,23.954,1.9864,0.3433,0.34052,0.33050999999999997,0.29845,433.14,16,1620111
109,2,2011,25.851999999999997,24.05,1.9486,0.35675999999999997,0.35655,0.35662,0.35459,559.26,16,1620112
110,3,2011,25.978,24.304000000000002,1.8727,0.3579,0.35777,0.35746999999999995,0.35955,551.15,16,1620113
111,4,2011,25.965,24.528000000000002,1.7745,0.36572,0.36572,0.36638000000000004,0.36694,402.58,16,1620114
112,5,2011,26.616,24.9,1.7665,0.35877,0.35871,0.35917,0.36356,326.75,16,1620115
113,6,2011,27.035,24.076,1.9929,0.32748,0.32718,0.32818,0.34274,98.744,16,1620116
114,7,2011,26.866999999999997,23.523000000000003,1.8927,0.32176,0.32159,0.32300999999999996,0.32665,153.31,16,1620117
115,8,2011,27.929000000000002,23.285999999999998,2.0728,0.28785,0.28758,0.29375,0.31116,184.2,16,1620118
116,9,2011,29.255,22.500999999999998,2.2889,0.24996999999999997,0.25185,0.26691,0.29081,97.274,16,1620119
117,10,2011,29.64,21.883000000000003,2.3207,0.22266999999999998,0.22380999999999998,0.24006999999999998,0.27185,239.3,16,16201110
118,11,2011,29.149,22.168000000000003,2.3215,0.24334,0.2408,0.24341999999999997,0.25981,164.8,16,16201111
119,12,2011,29.923000000000002,21.476999999999997,2.65,0.21709,0.21786999999999998,0.233,0.25054,141.54,16,16201112
120,1,2012,27.485,22.956,2.0683,0.26705999999999996,0.25704,0.23368000000000003,0.24339,380.6,16,1620121
121,2,2012,26.549,23.296999999999997,2.096,0.30377,0.29733000000000004,0.27838,0.24835,471.37,16,1620122
122,3,2012,26.234,24.13,2.2271,0.34165999999999996,0.33991,0.33399,0.3059,459.92,16,1620123
123,4,2012,26.94,24.543000000000003,2.1819,0.33714,0.33594,0.33414,0.32974000000000003,345.75,16,1620124
124,5,2012,27.329,24.05,2.227,0.32305,0.32291,0.32563000000000003,0.33375,228.45,16,1620125
125,6,2012,27.131,23.789,2.1344,0.30872,0.30724,0.3068,0.31547,120.39,16,1620126
126,7,2012,26.892,24.326999999999998,1.9268,0.33259,0.3316,0.32893,0.32249,120.56,16,1620127
127,8,2012,27.276999999999997,23.320999999999998,2.0522,0.30337,0.30271,0.30512,0.31761,61.441,16,1620128
128,9,2012,28.32,22.013,2.4741,0.2499,0.25196999999999997,0.27009,0.297,68.435,16,1620129
129,10,2012,29.649,21.068,2.5434,0.20588,0.20969000000000002,0.23772,0.27499,85.536,16,16201210
130,11,2012,29.815,21.118000000000002,2.4326,0.21181999999999998,0.21086999999999997,0.22919,0.25839,45.405,16,16201211
131,12,2012,27.974,22.671,2.3178,0.2585,0.25031,0.23437,0.24902,209.58,16,16201212
132,1,2013,26.395,24.069000000000003,2.3769,0.32757,0.32343,0.30735,0.26755999999999996,334.95,16,1620131
133,2,2013,26.246,24.051,2.3725,0.34441,0.34328000000000003,0.33941,0.32178,626.85,16,1620132
134,3,2013,26.561,24.570999999999998,2.3737,0.3525,0.35170999999999997,0.35012,0.3488,427.2,16,1620133
135,4,2013,26.497,24.65,2.0797,0.35712,0.35675,0.35601,0.35527,365.9,16,1620134
136,5,2013,26.671999999999997,24.392,2.0641,0.35470999999999997,0.35501,0.3569,0.36258,351.26,16,1620135
137,6,2013,27.006,23.927,2.0783,0.32589,0.32452,0.32349,0.33726,170.08,16,1620136
138,7,2013,26.365,23.658,1.9531,0.33625,0.33560999999999996,0.33476,0.33641,200.46,16,1620137
139,8,2013,27.651,24.079,2.0554,0.31168,0.31034,0.31064,0.32087,166.88,16,1620138
140,9,2013,27.962,23.956,2.4035,0.31015,0.31072,0.31525,0.31706,93.01799999999999,16,1620139
141,10,2013,28.708000000000002,23.059,2.6038,0.26442,0.26642,0.28112,0.29995,135.02,16,16201310
142,11,2013,28.15,23.070999999999998,2.3579,0.26993,0.26855,0.27275,0.28405,212.15,16,16201311
143,12,2013,28.444000000000003,22.846999999999998,2.5109,0.26315,0.26389,0.27296,0.27603,228.33,16,16201312
144,1,2014,26.869,23.230999999999998,2.3015,0.28924,0.28418000000000004,0.27702,0.27076,387.37,16,1620141
145,2,2014,26.026,24.338,2.119,0.35093,0.34878000000000003,0.34124,0.31318,558.34,16,1620142
146,3,2014,26.283,24.479,2.2459,0.35091,0.35026999999999997,0.34952,0.34917,519.29,16,1620143
147,4,2014,26.563000000000002,24.71,2.0252,0.35401,0.35328000000000004,0.35295,0.35274,422.23,16,1620144
148,5,2014,26.576,24.866,1.9166,0.36073,0.36061,0.36086999999999997,0.3624,274.79,16,1620145
149,6,2014,27.016,24.824,2.0066,0.35115999999999997,0.35091,0.35102,0.35468,212.76,16,1620146
150,7,2014,26.973000000000003,24.487,2.0585,0.34652,0.34653,0.34698,0.35026999999999997,172.66,16,1620147
151,8,2014,27.56,23.941999999999997,2.1317,0.31351,0.31368,0.31898000000000004,0.33343,119.55,16,1620148
152,9,2014,27.873,23.087,2.5205,0.27941,0.28057,0.28956,0.30738000000000004,116.9,16,1620149
153,10,2014,28.235,23.669,2.5016,0.28365,0.28186,0.28326999999999997,0.2916,183.28,16,16201410
154,11,2014,28.862,22.756999999999998,2.4947,0.25775,0.26073,0.27669,0.28139000000000003,44.426,16,16201411
155,12,2014,28.394000000000002,22.866999999999997,2.6142,0.26597,0.26684,0.27609,0.2737,229.41,16,16201412
156,1,2015,26.916999999999998,23.68,2.3017,0.30139,0.29733000000000004,0.28805,0.27369,397.46,16,1620151
157,2,2015,26.462,24.037,2.3371,0.32366,0.3199,0.3108,0.28862,419.55,16,1620152
158,3,2015,26.333000000000002,24.494,2.0629,0.34676999999999997,0.34513,0.34036,0.32271,497.97,16,1620153
159,4,2015,26.599,24.644000000000002,2.3053,0.34829,0.3475,0.34653,0.34692,439.06,16,1620154
160,5,2015,27.064,24.834,2.017,0.34697,0.3466,0.34667,0.34758,335.66,16,1620155
161,6,2015,27.173000000000002,24.59,2.1544,0.3354,0.33487,0.3351,0.34192,150.53,16,1620156
162,7,2015,27.247,24.171999999999997,2.1431,0.32136,0.32071,0.32206999999999997,0.33021999999999996,192.01,16,1620157
163,8,2015,28.373,23.467,2.1785,0.28435,0.28745,0.30067,0.31251999999999996,34.278,16,1620158
164,9,2015,28.951,22.769000000000002,2.5915,0.25461,0.2611,0.28286999999999995,0.29331,92.948,16,1620159
165,10,2015,29.255,22.86,2.7256,0.25178,0.25804,0.27974,0.28103,112.9,16,16201510
166,11,2015,29.513,22.559,2.8102,0.24738000000000002,0.25343000000000004,0.27348,0.27216999999999997,29.354,16,16201511
167,12,2015,28.695,23.5,2.8716,0.26544,0.26318,0.26629,0.26503000000000004,204.15,16,16201512
168,1,2016,27.307,24.647,2.6180000000000003,0.30985,0.30458,0.28999,0.26721,260.62,16,1620161
169,2,2016,26.916,24.76,2.7263,0.33416,0.3318,0.32474000000000003,0.2982,413.24,16,1620162
170,3,2016,27.041,25.094,2.1897,0.34600000000000003,0.34464,0.34219,0.33364,506.46,16,1620163
171,4,2016,27.415,25.366,2.2564,0.35026,0.34953,0.34919,0.34954,370.83,16,1620164
172,5,2016,27.738000000000003,25.059,1.9894,0.32871999999999996,0.32821,0.33115,0.3415,400.98,16,1620165
173,6,2016,27.711,24.195,1.9272,0.31279,0.31193000000000004,0.31219,0.32045999999999997,124.96,16,1620166
174,7,2016,27.631999999999998,23.868000000000002,1.9477,0.30396999999999996,0.3033,0.30514,0.30996999999999997,137.58,16,1620167
175,8,2016,28.706999999999997,23.07,2.2497,0.26915,0.27153,0.28586,0.29756,87.389,16,1620168
176,9,2016,28.659000000000002,22.987,2.3603,0.25921,0.25977,0.27113000000000004,0.28381999999999996,92.104,16,1620169
177,10,2016,28.945999999999998,22.839000000000002,2.3881,0.2474,0.24781,0.25911999999999996,0.27216999999999997,291.82,16,16201610
178,11,2016,29.068,23.174,2.4344,0.24502,0.24618,0.25808000000000003,0.26335,40.031,16,16201611
179,12,2016,27.697,23.592,2.2943,0.27539,0.2712,0.26783,0.25943,316.35,16,16201612
180,1,2017,26.2,24.39,2.1213,0.34251,0.34003,0.33105999999999997,0.29658,565.09,16,1620171
181,2,2017,26.121,24.287,2.02,0.35012,0.34905,0.34691,0.34179,554.38,16,1620172
182,3,2017,26.183000000000003,24.436999999999998,1.9480000000000002,0.3517,0.35129,0.35158,0.35198,550.17,16,1620173
183,4,2017,26.788,24.824,2.0501,0.35349,0.35298,0.35309,0.3545,363.46,16,1620174
184,5,2017,27.413,24.916,2.0539,0.33903,0.33871,0.34019,0.34886999999999996,261.24,16,1620175
185,6,2017,27.572,24.723000000000003,1.9355,0.3352,0.33447,0.33374000000000004,0.33465,136.33,16,1620176
186,7,2017,27.541,23.418000000000003,1.9024,0.31747,0.31829,0.32377,0.33571999999999996,53.955,16,1620177
187,8,2017,28.502,23.58,2.08,0.27521999999999996,0.27681,0.28822,0.3079,140.29,16,1620178
188,9,2017,28.604,23.572,2.3288,0.27126,0.26966,0.27516,0.28974,96.581,16,1620179
189,10,2017,28.66,23.361,2.6919,0.25575,0.2556,0.26679,0.27781,208.5,16,16201710
190,11,2017,29.085,22.715999999999998,2.5717,0.24774000000000002,0.25106999999999996,0.26641,0.26837,25.041999999999998,16,16201711
191,12,2017,27.948,23.375,2.4586,0.27571,0.2742,0.27366,0.26308000000000004,264.86,16,16201712
0,1,2002,26.008000000000003,24.434,1.8453,0.32984,0.32597,0.31477,0.29513,334.85,17,1720021
1,2,2002,25.774,24.734,1.9875,0.35884,0.35812,0.35536,0.34368000000000004,272.51,17,1720022
2,3,2002,25.776999999999997,24.609,1.7504,0.35886,0.35896,0.35898,0.36199000000000003,489.08,17,1720023
3,4,2002,25.89,24.904,1.495,0.36013,0.35991,0.35996999999999996,0.36043000000000003,474.76,17,1720024
4,5,2002,26.182,24.826,1.8062,0.35567,0.35541,0.35536,0.35894000000000004,290.09,17,1720025
5,6,2002,26.225,24.162,1.756,0.35398,0.35420999999999997,0.35564,0.35867,198.87,17,1720026
6,7,2002,26.471999999999998,23.526,1.9088,0.31319,0.31244,0.3151,0.33407,106.94,17,1720027
7,8,2002,27.348000000000003,23.121,2.0373,0.29345,0.29345,0.29857,0.31132,111.96,17,1720028
8,9,2002,27.855999999999998,22.605,2.3514,0.26684,0.26666,0.27675,0.29317,45.803999999999995,17,1720029
9,10,2002,27.586,22.635,2.4389,0.26314,0.26216999999999996,0.26792,0.2797,118.62,17,17200210
10,11,2002,27.505,23.054000000000002,2.2067,0.271,0.26750999999999997,0.26634,0.27071,55.85,17,17200211
11,12,2002,27.1,23.455,2.1157,0.27746,0.27142,0.26266,0.2642,206.15,17,17200212
12,1,2003,26.570999999999998,23.849,2.2466,0.3086,0.30479,0.29419,0.26847,187.47,17,1720031
13,2,2003,25.294,24.065,1.8779,0.35245,0.35119,0.34514,0.31895999999999997,400.95,17,1720032
14,3,2003,24.954,23.839000000000002,1.9167,0.35731,0.35725,0.3569,0.35703,458.07,17,1720033
15,4,2003,25.936,24.775,1.7801,0.35945,0.35973,0.36035,0.36188000000000003,316.55,17,1720034
16,5,2003,26.598000000000003,24.746,1.6978,0.34484000000000004,0.34442,0.34503,0.35433000000000003,199.13,17,1720035
17,6,2003,26.453000000000003,24.298000000000002,1.6886,0.33592,0.33545,0.33549,0.33876999999999996,164.16,17,1720036
18,7,2003,26.811,23.612,1.7771,0.31583,0.31561999999999996,0.31735,0.32721999999999996,109.63,17,1720037
19,8,2003,27.178,23.695,1.8940000000000001,0.2987,0.29729,0.29980999999999997,0.30929,123.67,17,1720038
20,9,2003,27.256999999999998,23.595,2.0565,0.30036,0.29933000000000004,0.29966,0.30174,108.01,17,1720039
21,10,2003,27.488000000000003,23.432,2.1824,0.29202,0.29093,0.29197,0.29311,145.32,17,17200310
22,11,2003,27.386999999999997,23.698,2.0756,0.29869,0.2975,0.2976,0.29252,74.699,17,17200311
23,12,2003,26.795,24.212,2.051,0.31383,0.31019,0.30217,0.29302,175.67,17,17200312
24,1,2004,26.131999999999998,24.660999999999998,1.8766,0.35274,0.35191999999999996,0.34844,0.33385,353.82,17,1720041
25,2,2004,25.295,24.401,1.9206,0.36361,0.36376,0.36411,0.36357,487.6,17,1720042
26,3,2004,25.61,24.651,1.9948,0.36399000000000004,0.36383000000000004,0.36351,0.36575,450.03,17,1720043
27,4,2004,26.328000000000003,24.753,1.9063,0.35677,0.35679,0.35697,0.36079,336.52,17,1720044
28,5,2004,26.566,24.94,1.8569,0.36002,0.36022,0.36085,0.36468,189.5,17,1720045
29,6,2004,26.076999999999998,24.373,1.8734,0.35241,0.35267,0.35274,0.35567,105.11,17,1720046
30,7,2004,26.182,23.648000000000003,1.8517,0.34244,0.34307,0.34552,0.35143,182.31,17,1720047
31,8,2004,26.596999999999998,23.918000000000003,1.9428,0.32118,0.32079,0.32168,0.33193,159.44,17,1720048
32,9,2004,27.035999999999998,24.233,2.0291,0.32211999999999996,0.32032,0.31890999999999997,0.32213,141.38,17,1720049
33,10,2004,27.601999999999997,23.498,2.3076,0.29262,0.29302,0.29996,0.31129,208.42,17,17200410
34,11,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,10.65,17,17200411
35,12,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,126.53,17,17200412
36,1,2005,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,205.19,17,1720051
37,2,2005,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,413.9,17,1720052
38,3,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,379.15,17,1720053
39,4,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,394.44,17,1720054
40,5,2005,26.397,24.951999999999998,1.7458,0.35231,0.35219,0.35128000000000004,0.35101,319.57,17,1720055
41,6,2005,26.848000000000003,24.529,1.8646,0.34158,0.342,0.34394,0.35258,106.43,17,1720056
42,7,2005,27.090999999999998,23.823,1.6948,0.32078,0.32119000000000003,0.32503000000000004,0.33576,79.86399999999999,17,1720057
43,8,2005,27.941,23.314,2.0252,0.28271999999999997,0.28271999999999997,0.28944000000000003,0.30965,89.77,17,1720058
44,9,2005,28.79,22.541,2.4467,0.2437,0.24670999999999998,0.26585,0.28966,46.402,17,1720059
45,10,2005,28.3,23.320999999999998,2.4174,0.26832,0.26336,0.25997,0.27443,119.14,17,17200510
46,11,2005,28.476,23.576,2.3375,0.26755,0.26388,0.26373,0.26716,61.945,17,17200511
47,12,2005,26.85,24.272,1.6893,0.31668,0.31148000000000003,0.29839,0.27658,317.55,17,17200512
48,1,2006,26.595,24.74,1.9897,0.34586999999999996,0.34462,0.33994,0.32083,320.46,17,1720061
49,2,2006,26.204,24.625999999999998,2.1281,0.35104,0.35031,0.34861,0.34523000000000004,300.61,17,1720062
50,3,2006,26.019000000000002,24.734,2.176,0.361,0.36088000000000003,0.36103,0.35914,445.49,17,1720063
51,4,2006,25.978,24.881999999999998,1.5105,0.36575,0.36582,0.36628,0.36728,526.79,17,1720064
52,5,2006,26.171,24.843000000000004,1.6832,0.36109,0.36121,0.36155,0.36493000000000003,351.87,17,1720065
53,6,2006,26.598000000000003,24.204,1.6346,0.34246,0.34285,0.34494,0.35502,96.165,17,1720066
54,7,2006,27.156,24.049,1.8849,0.3193,0.31881,0.31909,0.33055,118.63,17,1720067
55,8,2006,27.636,23.897,2.0829,0.30444,0.30413,0.30635999999999997,0.31578,111.28,17,1720068
56,9,2006,28.250999999999998,23.334,2.2166,0.27897,0.27759,0.28342,0.30029,131.5,17,1720069
57,10,2006,29.143,22.787,2.4335,0.2477,0.25083,0.26454,0.2834,141.81,17,17200610
58,11,2006,28.427,23.159000000000002,2.1827,0.26171,0.25841,0.26039,0.27174,135.58,17,17200611
59,12,2006,28.851999999999997,22.781999999999996,2.41,0.24324,0.24136,0.25085,0.26405,234.66,17,17200612
60,1,2007,29.083000000000002,23.677,2.4876,0.25329,0.24600000000000002,0.24159,0.25605,161.74,17,1720071
61,2,2007,26.198,24.294,2.2544,0.32402,0.31795999999999996,0.29861,0.26777,520.5,17,1720072
62,3,2007,26.147,24.590999999999998,1.9766,0.35022,0.34881999999999996,0.34308,0.3208,539.82,17,1720073
63,4,2007,26.553,25.051,1.8929,0.36094,0.36079,0.36034,0.35755,440.18,17,1720074
64,5,2007,27.013,25.173000000000002,1.8619999999999999,0.35704,0.35714,0.3576,0.35986,332.11,17,1720075
65,6,2007,26.987,24.063000000000002,1.899,0.33866,0.33936,0.34263000000000005,0.35146,98.632,17,1720076
66,7,2007,27.018,24.284000000000002,1.7553,0.32876,0.32773,0.32594,0.33189,104.85,17,1720077
67,8,2007,27.659000000000002,23.804000000000002,2.0088,0.31035999999999997,0.30999,0.31248000000000004,0.32094,56.403999999999996,17,1720078
68,9,2007,28.445,23.273000000000003,2.2834,0.273,0.27291,0.28239000000000003,0.3037,81.388,17,1720079
69,10,2007,28.267,23.133000000000003,2.4597,0.26473,0.26094,0.26345999999999997,0.28505,185.15,17,17200710
70,11,2007,29.365,22.592,2.5323,0.23333,0.23101,0.2469,0.2717,82.589,17,17200711
71,12,2007,27.158,23.776999999999997,1.9742,0.29272,0.28483,0.26404,0.26358000000000004,315.35,17,17200712
72,1,2008,26.094,24.035,2.026,0.33843,0.33526999999999996,0.32352,0.28765,421.43,17,1720081
73,2,2008,25.983,24.393,2.0207,0.35868,0.35838000000000003,0.35727,0.35095,391.33,17,1720082
74,3,2008,25.654,24.153000000000002,1.6453,0.36349000000000004,0.36359,0.36391999999999997,0.364,547.52,17,1720083
75,4,2008,25.948,24.565,1.6736,0.36446999999999996,0.36457,0.36439,0.36730999999999997,469.15,17,1720084
76,5,2008,26.186999999999998,24.636999999999997,1.7208,0.36043000000000003,0.36029,0.36049000000000003,0.36801999999999996,319.45,17,1720085
77,6,2008,26.362,24.078000000000003,1.6947,0.3494,0.34981,0.35212,0.3581,174.14,17,1720086
78,7,2008,26.96,23.436,1.8285,0.31622,0.3155,0.31649,0.33145,65.368,17,1720087
79,8,2008,27.453000000000003,23.642,1.9141,0.31484,0.31377,0.31361999999999995,0.31856999999999996,89.45200000000001,17,1720088
80,9,2008,28.16,23.651999999999997,2.2509,0.29725999999999997,0.29568,0.29746,0.30689,116.97,17,1720089
81,10,2008,28.803,22.761999999999997,2.4395,0.26737,0.26711,0.27428,0.29188000000000003,177.82,17,17200810
82,11,2008,29.429000000000002,22.365,2.4118,0.2335,0.23134000000000002,0.24514,0.27514,74.547,17,17200811
83,12,2008,27.397,23.956999999999997,1.9059,0.31581,0.31124,0.30249000000000004,0.28295,200.39,17,17200812
84,1,2009,26.739,24.073,2.0401,0.3312,0.32955,0.32504,0.31106,287.87,17,1720091
85,2,2009,26.046,24.323,1.9628,0.35603,0.35539,0.35296,0.3443,417.33,17,1720092
86,3,2009,26.098000000000003,24.605,1.8023,0.36148,0.36146999999999996,0.36171,0.36436999999999997,583.97,17,1720093
87,4,2009,26.163,24.311999999999998,1.6698,0.35356,0.35319,0.35328000000000004,0.35701,445.89,17,1720094
88,5,2009,25.988000000000003,24.468000000000004,1.5193,0.36463,0.36457,0.36485,0.36558,563.43,17,1720095
89,6,2009,26.226999999999997,24.388,1.8308,0.35512,0.35533000000000003,0.35533000000000003,0.36351,320.6,17,1720096
90,7,2009,26.855999999999998,23.833000000000002,2.0467,0.32642,0.32684,0.32925,0.34176999999999996,87.2,17,1720097
91,8,2009,28.183000000000003,22.872,2.1847,0.27818000000000004,0.27934000000000003,0.29024,0.31346,58.681000000000004,17,1720098
92,9,2009,29.308000000000003,21.729,2.5489,0.2326,0.23947,0.26456999999999997,0.28946,63.985,17,1720099
93,10,2009,30.125999999999998,21.069000000000003,2.5929,0.21379,0.21973,0.24629,0.27083,64.982,17,17200910
94,11,2009,30.316,21.125999999999998,2.7968,0.20720999999999998,0.21474000000000001,0.24095,0.25753000000000004,44.089,17,17200911
95,12,2009,28.493000000000002,23.076,2.4824,0.25777,0.24853000000000003,0.23365,0.24841,286.31,17,17200912
96,1,2010,27.017,23.976999999999997,2.1748,0.31224,0.30708,0.28991,0.25411,300.54,17,1720101
97,2,2010,27.484,24.691999999999997,2.5474,0.3424,0.34057,0.3348,0.30501999999999996,320.05,17,1720102
98,3,2010,27.87,24.749000000000002,2.1424,0.33339,0.33238,0.33091,0.32778,264.49,17,1720103
99,4,2010,26.886,25.393,1.8086,0.36484,0.36473,0.36498,0.36409,452.06,17,1720104
100,5,2010,27.469,25.451999999999998,1.7407,0.35453,0.35422,0.35377,0.35774,293.43,17,1720105
101,6,2010,27.253,24.351999999999997,1.7718,0.33685,0.33685,0.33836,0.35793,98.59,17,1720106
102,7,2010,27.302,24.372,1.8109,0.3407,0.34063000000000004,0.34203,0.34591,156.02,17,1720107
103,8,2010,28.005,23.394000000000002,1.9233,0.29158,0.2921,0.30096999999999996,0.32519000000000003,116.63,17,1720108
104,9,2010,28.698,22.975,2.1995,0.25806,0.259,0.27039,0.29756,85.31299999999999,17,1720109
105,10,2010,29.505,22.377,2.3683,0.22691,0.22705,0.24420999999999998,0.27608,134.62,17,17201010
106,11,2010,28.674,23.104,2.2016,0.26646,0.26182,0.25206,0.26328,104.86,17,17201011
107,12,2010,27.234,23.781,2.0187,0.3016,0.2969,0.2847,0.26574000000000003,235.58,17,17201012
108,1,2011,25.775,23.954,1.9864,0.3433,0.34052,0.33050999999999997,0.29845,433.14,17,1720111
109,2,2011,25.851999999999997,24.05,1.9486,0.35675999999999997,0.35655,0.35662,0.35459,559.26,17,1720112
110,3,2011,25.978,24.304000000000002,1.8727,0.3579,0.35777,0.35746999999999995,0.35955,551.15,17,1720113
111,4,2011,25.965,24.528000000000002,1.7745,0.36572,0.36572,0.36638000000000004,0.36694,402.58,17,1720114
112,5,2011,26.616,24.9,1.7665,0.35877,0.35871,0.35917,0.36356,326.75,17,1720115
113,6,2011,27.035,24.076,1.9929,0.32748,0.32718,0.32818,0.34274,98.744,17,1720116
114,7,2011,26.866999999999997,23.523000000000003,1.8927,0.32176,0.32159,0.32300999999999996,0.32665,153.31,17,1720117
115,8,2011,27.929000000000002,23.285999999999998,2.0728,0.28785,0.28758,0.29375,0.31116,184.2,17,1720118
116,9,2011,29.255,22.500999999999998,2.2889,0.24996999999999997,0.25185,0.26691,0.29081,97.274,17,1720119
117,10,2011,29.64,21.883000000000003,2.3207,0.22266999999999998,0.22380999999999998,0.24006999999999998,0.27185,239.3,17,17201110
118,11,2011,29.149,22.168000000000003,2.3215,0.24334,0.2408,0.24341999999999997,0.25981,164.8,17,17201111
119,12,2011,29.923000000000002,21.476999999999997,2.65,0.21709,0.21786999999999998,0.233,0.25054,141.54,17,17201112
120,1,2012,27.485,22.956,2.0683,0.26705999999999996,0.25704,0.23368000000000003,0.24339,380.6,17,1720121
121,2,2012,26.549,23.296999999999997,2.096,0.30377,0.29733000000000004,0.27838,0.24835,471.37,17,1720122
122,3,2012,26.234,24.13,2.2271,0.34165999999999996,0.33991,0.33399,0.3059,459.92,17,1720123
123,4,2012,26.94,24.543000000000003,2.1819,0.33714,0.33594,0.33414,0.32974000000000003,345.75,17,1720124
124,5,2012,27.329,24.05,2.227,0.32305,0.32291,0.32563000000000003,0.33375,228.45,17,1720125
125,6,2012,27.131,23.789,2.1344,0.30872,0.30724,0.3068,0.31547,120.39,17,1720126
126,7,2012,26.892,24.326999999999998,1.9268,0.33259,0.3316,0.32893,0.32249,120.56,17,1720127
127,8,2012,27.276999999999997,23.320999999999998,2.0522,0.30337,0.30271,0.30512,0.31761,61.441,17,1720128
128,9,2012,28.32,22.013,2.4741,0.2499,0.25196999999999997,0.27009,0.297,68.435,17,1720129
129,10,2012,29.649,21.068,2.5434,0.20588,0.20969000000000002,0.23772,0.27499,85.536,17,17201210
130,11,2012,29.815,21.118000000000002,2.4326,0.21181999999999998,0.21086999999999997,0.22919,0.25839,45.405,17,17201211
131,12,2012,27.974,22.671,2.3178,0.2585,0.25031,0.23437,0.24902,209.58,17,17201212
132,1,2013,26.395,24.069000000000003,2.3769,0.32757,0.32343,0.30735,0.26755999999999996,334.95,17,1720131
